State_UT,District,Households_Surveyed,Women_Interviewed_15_49yrs,Men_Interviewed_15_54yrs,Sex_Ratio_per_1000_males,Children_Under5_Stunted_pct,Children_Under5_Wasted_pct,Children_Under5_Underweight_pct,Children_Under5_Overweight_pct,Anaemia_Children_6_59months_pct,Anaemia_Women_15_49yrs_pct,Anaemia_Men_15_49yrs_pct,Institutional_Births_pct,Skilled_Birth_Attendant_pct,Full_Immunisation_12_23months_pct,Contraceptive_Prevalence_Rate_pct,Unmet_Need_Family_Planning_pct,Total_Fertility_Rate,Women_BMI_Below_Normal_pct,Men_BMI_Below_Normal_pct,Women_Hypertension_pct,Men_Hypertension_pct,Women_Diabetes_pct,Men_Diabetes_pct,Households_Improved_Drinking_Water_pct,Households_Improved_Sanitation_pct,Households_Electricity_pct,Women_Secondary_Education_pct,Child_Marriage_Women_pct
Tamil Nadu,Cuddalore,28934,27456,11934,979,20.8,6.4,18.4,5.4,51.8,43.0,15.4,98.8,99.4,93.2,72.8,6.9,1.5,15.4,11.8,25.2,24.0,10.4,11.4,97.6,95.2,99.9,72.4,17.0
Tamil Nadu,Dharmapuri,26789,25234,11012,974,22.4,7.4,19.8,4.8,54.0,45.2,16.6,98.2,98.8,92.0,71.6,7.6,1.6,16.6,13.0,23.6,22.4,9.6,10.6,96.6,94.0,99.7,70.2,19.2
Tamil Nadu,Dindigul,30123,28456,12345,975,20.2,6.2,17.8,5.6,51.2,42.4,15.0,99.0,99.5,93.6,73.0,6.7,1.5,15.2,11.6,25.6,24.4,10.6,11.6,97.8,95.4,99.9,72.8,16.4
Tamil Nadu,Erode,32456,30678,13345,972,19.6,5.8,17.4,5.8,50.4,41.8,14.6,99.1,99.6,93.8,73.2,6.6,1.4,15.0,11.4,26.2,24.9,10.8,11.8,98.0,95.7,99.9,73.4,15.8
Uttar Pradesh,Agra,38234,41234,14823,869,40.8,21.8,39.4,2.1,76.4,69.2,29.8,80.8,83.0,73.4,54.2,15.2,2.4,30.2,26.0,19.4,20.8,6.8,9.0,74.8,69.2,92.6,47.2,43.8
Uttar Pradesh,Aligarh,36789,39789,14234,866,42.2,23.1,40.8,1.9,77.8,70.6,31.2,79.2,81.4,71.8,52.6,16.0,2.5,31.8,27.6,18.6,20.0,6.4,8.6,72.8,67.2,91.4,44.8,46.4
Uttar Pradesh,Ambedkarnagar,28934,31234,11234,870,43.6,24.2,42.2,1.8,78.6,71.4,32.0,78.4,80.6,71.0,51.8,16.4,2.6,32.6,28.4,18.2,19.6,6.2,8.4,71.8,66.2,90.8,43.4,47.8
Uttar Pradesh,Amethi,24567,26567,9534,872,44.4,25.0,43.0,1.7,79.4,72.2,32.8,77.6,79.8,70.2,51.0,16.8,2.7,33.4,29.2,17.8,19.2,6.0,8.2,70.8,65.2,90.2,42.0,49.2
Uttar Pradesh,Amroha,26789,28978,10389,867,43.0,23.6,41.6,1.8,78.2,71.0,31.6,78.8,81.0,71.4,52.2,16.2,2.6,32.2,28.0,18.4,19.8,6.3,8.5,72.3,66.7,91.1,44.1,47.1
Uttar Pradesh,Auraiya,21234,22956,8234,871,44.8,25.4,43.4,1.7,79.8,72.6,33.2,77.2,79.4,69.8,50.6,17.0,2.7,33.8,29.6,17.6,19.0,5.8,8.0,70.4,64.8,90.0,41.6,49.8
Uttar Pradesh,Ayodhya,25678,27745,9934,869,44.2,24.8,42.8,1.7,79.2,72.0,32.6,77.8,80.0,70.4,51.2,16.7,2.6,33.2,29.0,18.0,19.4,6.1,8.3,71.2,65.6,90.4,42.4,48.6
West Bengal,Alipurduar,22345,24345,8756,971,36.8,18.2,35.2,2.4,71.8,65.4,26.8,86.2,88.0,78.4,61.8,12.4,2.0,26.4,22.2,20.4,21.4,7.8,9.4,80.4,75.6,96.4,55.4,30.2
West Bengal,Bankura,28934,31234,11234,969,35.4,17.1,33.8,2.6,70.4,64.0,25.6,87.6,89.4,79.8,63.2,11.8,1.9,25.2,21.0,21.2,22.2,8.2,9.8,82.0,77.2,97.0,57.4,28.4
West Bengal,Birbhum,26789,28978,10423,973,36.2,17.8,34.6,2.5,71.2,64.8,26.2,86.8,88.6,79.1,62.4,12.1,2.0,25.8,21.6,20.8,21.8,8.0,9.6,81.2,76.4,96.7,56.4,29.3
West Bengal,Cooch Behar,24567,26567,9567,974,37.4,18.8,35.8,2.3,72.6,66.2,27.4,85.6,87.4,77.8,61.0,12.8,2.1,27.0,22.8,20.0,21.0,7.6,9.2,79.8,74.8,96.2,54.4,31.2
West Bengal,Dakshin Dinajpur,21234,22978,8267,970,36.6,18.0,35.0,2.4,71.6,65.2,26.6,86.4,88.2,78.6,62.0,12.3,2.0,26.2,22.0,20.6,21.6,7.9,9.5,80.8,76.0,96.5,55.9,29.7
West Bengal,Darjeeling,20234,21856,7867,976,34.2,16.2,32.6,2.8,69.0,62.8,24.4,89.0,90.8,81.2,64.6,11.2,1.8,24.0,19.8,22.0,23.0,8.6,10.2,83.6,78.8,97.4,59.4,26.6
West Bengal,Hooghly,34567,37234,13423,977,33.8,15.8,32.2,2.9,68.6,62.4,24.0,89.4,91.2,81.6,65.0,11.0,1.8,23.6,19.4,22.4,23.4,8.8,10.4,84.2,79.4,97.6,60.0,26.0
West Bengal,Howrah,36789,39678,14289,973,34.0,16.0,32.4,2.9,68.8,62.6,24.2,89.2,91.0,81.4,64.8,11.1,1.8,23.8,19.6,22.2,23.2,8.7,10.3,83.9,79.1,97.5,59.7,26.3
West Bengal,Jalpaiguri,26789,28978,10423,971,36.4,17.9,34.8,2.5,71.4,65.0,26.4,86.6,88.4,78.9,62.2,12.2,2.0,25.9,21.7,20.7,21.7,7.9,9.5,81.0,76.2,96.6,56.2,29.5
West Bengal,Jhargram,18234,19712,7089,975,35.6,17.4,34.0,2.6,70.8,64.4,25.9,87.2,89.0,79.5,62.8,11.9,1.9,25.5,21.3,21.0,22.0,8.1,9.7,81.6,76.8,96.8,56.8,28.9
West Bengal,Kolkata,48234,51456,18423,964,24.8,8.6,22.4,5.4,58.2,49.8,18.6,97.8,98.6,91.2,66.4,8.2,1.5,17.2,13.8,30.6,26.6,13.2,14.4,98.4,97.4,99.9,74.6,14.8
West Bengal,Malda,28934,31234,11234,974,38.2,20.0,36.6,2.2,73.4,67.0,28.0,85.0,86.8,77.2,60.2,13.2,2.2,27.6,23.4,19.6,20.6,7.4,9.0,79.2,74.2,95.9,53.4,32.2
West Bengal,Murshidabad,36789,39678,14289,977,37.8,19.6,36.2,2.3,73.0,66.6,27.6,85.4,87.2,77.6,60.6,12.9,2.1,27.3,23.1,19.9,20.9,7.5,9.1,79.6,74.6,96.1,53.9,31.7
West Bengal,Nadia,30234,32678,11756,976,34.6,16.6,33.0,2.8,69.4,63.2,24.6,88.6,90.4,80.8,64.2,11.4,1.8,24.4,20.2,21.6,22.6,8.4,10.0,83.0,78.2,97.2,58.8,27.2
West Bengal,North 24 Parganas,52345,56234,20312,975,33.6,15.6,32.0,3.0,68.4,62.2,23.8,89.6,91.4,82.0,65.2,10.8,1.7,23.4,19.2,22.6,23.6,9.0,10.6,84.6,79.8,97.8,60.6,25.6
West Bengal,Paschim Bardhaman,28934,31234,11234,970,34.4,16.4,32.8,2.8,69.2,63.0,24.4,88.8,90.6,81.0,64.4,11.3,1.8,24.2,20.0,21.8,22.8,8.5,10.1,83.3,78.5,97.3,59.1,26.8
West Bengal,Paschim Medinipur,32456,35012,12623,973,35.0,16.8,33.4,2.7,69.8,63.6,25.0,88.2,90.0,80.4,63.8,11.6,1.9,24.8,20.6,21.4,22.4,8.3,9.9,82.6,77.8,97.1,58.4,27.8
West Bengal,Purba Bardhaman,30567,32978,11878,972,34.2,16.2,32.6,2.9,69.0,62.8,24.2,89.0,90.8,81.2,64.6,11.2,1.8,24.0,19.8,22.0,23.0,8.6,10.2,83.6,78.8,97.4,59.4,26.6
West Bengal,Purba Medinipur,34567,37234,13423,974,34.8,16.6,33.2,2.7,70.0,63.8,25.2,88.0,89.8,80.2,63.6,11.7,1.9,25.0,20.8,21.2,22.2,8.2,9.8,82.4,77.6,97.0,58.2,28.1
West Bengal,Purulia,24567,26567,9567,969,37.0,18.4,35.4,2.4,72.0,65.6,27.0,86.0,87.8,78.2,61.6,12.5,2.0,26.6,22.4,20.2,21.2,7.7,9.3,80.2,75.4,96.3,55.2,30.5
West Bengal,South 24 Parganas,42345,45612,16423,977,35.8,17.6,34.2,2.6,71.0,64.6,26.2,87.4,89.2,79.6,62.6,12.0,2.0,25.6,21.4,21.0,22.0,8.1,9.7,81.8,77.0,96.9,57.2,28.7
West Bengal,Uttar Dinajpur,23456,25345,9123,973,37.2,18.6,35.6,2.3,72.4,66.0,27.2,85.8,87.6,78.0,61.2,12.6,2.1,26.8,22.6,20.0,21.0,7.6,9.2,80.0,75.2,96.2,54.8,31.0
Odisha,Angul,22345,24123,8756,978,34.6,16.4,33.0,2.7,70.2,63.8,25.4,88.4,90.2,80.6,63.4,11.4,1.9,25.2,21.0,21.4,22.4,8.4,10.0,82.8,78.0,97.2,58.6,27.4
Odisha,Balangir,20234,21867,7834,976,36.8,18.0,35.2,2.4,71.8,65.4,26.8,86.2,88.0,78.4,61.8,12.4,2.0,26.4,22.2,20.4,21.4,7.8,9.4,80.4,75.6,96.4,55.4,30.2
Odisha,Balasore,28934,31234,11234,980,33.8,15.8,32.2,2.9,69.4,63.0,24.6,89.2,91.0,81.4,64.4,10.9,1.8,24.2,20.0,22.2,23.2,8.7,10.3,84.0,79.2,97.5,59.8,26.2
Odisha,Bargarh,21234,22923,8267,975,35.2,16.8,33.6,2.6,70.8,64.4,25.9,87.6,89.4,79.8,63.0,11.7,1.9,25.6,21.4,21.0,22.0,8.1,9.7,81.6,76.8,96.8,56.8,28.9
Odisha,Bhadrak,24567,26523,9534,981,33.4,15.4,31.8,3.0,69.0,62.6,24.2,89.6,91.4,82.0,65.0,10.7,1.7,23.8,19.6,22.6,23.6,9.0,10.6,84.6,79.8,97.8,60.4,25.6
Odisha,Bolangir,19456,21012,7567,976,36.6,17.8,35.0,2.5,71.6,65.2,26.6,86.4,88.2,78.6,62.0,12.3,2.0,26.2,22.0,20.6,21.6,7.9,9.5,80.8,76.0,96.5,55.9,29.7
Telangana,Adilabad,24567,23234,10123,980,28.4,12.6,26.8,3.7,64.8,54.4,21.6,93.2,94.0,84.4,64.8,9.6,1.8,19.4,15.6,23.6,22.4,9.4,10.4,94.6,91.8,99.4,61.4,25.8
Telangana,Bhadradri Kothagudem,22345,21234,9234,979,27.8,12.0,26.2,3.9,64.0,53.8,21.0,93.8,94.6,85.0,65.4,9.2,1.7,18.8,15.0,24.2,23.0,9.8,10.8,95.0,92.2,99.5,62.2,24.8
Telangana,Hyderabad,52345,49234,21456,931,20.2,6.8,18.4,5.8,56.2,46.8,16.8,97.8,98.4,91.8,66.2,7.4,1.4,15.4,12.0,31.8,27.4,14.2,15.2,99.0,98.4,99.9,74.8,13.2
Telangana,Jagtial,20234,19123,8356,981,28.8,13.0,27.2,3.6,65.2,54.8,22.0,92.8,93.6,84.0,64.4,9.8,1.8,19.8,16.0,23.2,22.0,9.2,10.2,94.2,91.4,99.3,61.0,26.4
Telangana,Jangaon,17234,16345,7123,980,29.2,13.4,27.6,3.5,65.6,55.2,22.4,92.4,93.2,83.6,64.0,10.0,1.9,20.2,16.4,22.8,21.6,9.0,10.0,93.8,91.0,99.2,60.6,27.0
Telangana,Jayashankar Bhupalapally,16234,15456,6734,982,29.6,13.8,28.0,3.4,66.0,55.6,22.8,92.0,92.8,83.2,63.6,10.2,1.9,20.6,16.8,22.4,21.2,8.8,9.8,93.4,90.6,99.1,60.2,27.6
Uttarakhand,Almora,16234,15345,6856,980,28.4,10.6,24.8,4.0,57.8,49.2,17.8,97.2,98.0,93.4,74.2,6.6,1.5,17.2,13.6,23.2,22.0,9.2,10.2,95.6,91.4,99.5,71.2,17.4
Uttarakhand,Bageshwar,10234,9712,4323,982,29.2,11.2,25.4,3.8,58.6,49.8,18.4,96.8,97.6,93.0,73.8,6.8,1.5,17.6,14.0,23.6,22.4,9.4,10.4,95.2,90.8,99.4,70.8,18.0
Uttarakhand,Chamoli,13456,12789,5678,981,27.8,10.2,24.2,4.2,57.2,48.6,17.4,97.4,98.2,93.6,74.4,6.5,1.4,17.0,13.4,23.0,21.8,9.1,10.1,95.8,91.6,99.6,71.4,17.0
Uttarakhand,Champawat,11234,10678,4756,979,28.8,10.8,25.0,3.9,58.2,49.5,18.1,97.0,97.8,93.2,74.0,6.7,1.5,17.4,13.8,23.4,22.2,9.3,10.3,95.4,91.1,99.5,71.0,17.7
Uttarakhand,Dehradun,34567,32678,14534,973,24.8,8.2,21.4,4.8,54.6,46.2,15.2,98.4,99.0,94.8,76.2,5.8,1.3,15.2,11.8,26.4,24.8,11.4,12.4,97.8,94.8,99.8,75.4,12.8
Uttarakhand,Haridwar,38234,36234,15823,969,30.4,12.8,27.2,3.4,61.4,52.6,20.4,95.8,96.6,91.2,71.6,7.6,1.6,19.4,15.6,21.8,20.6,8.6,9.8,94.6,90.2,99.3,67.8,21.4
Uttarakhand,Nainital,24567,23234,10323,977,27.2,10.0,23.6,4.2,57.0,48.4,17.2,97.6,98.4,93.8,74.6,6.4,1.4,16.8,13.2,23.8,22.6,9.5,10.5,96.0,92.0,99.6,71.8,16.6
Uttarakhand,Pauri Garhwal,18234,17234,7656,981,27.6,10.4,24.0,4.1,57.4,48.8,17.6,97.3,98.1,93.5,74.3,6.6,1.5,17.1,13.5,23.3,22.1,9.2,10.2,95.7,91.5,99.5,71.3,17.2
Andhra Pradesh,Anantapur,26443,21396,11251,943,28.4,15.9,35.6,3.3,56.6,63.9,20.3,91.1,96.2,77.3,62.7,9.0,1.7,11.8,13.9,19.0,21.9,7.7,8.2,98.3,87.6,99.1,51.6,20.6
Andhra Pradesh,Chittoor,28446,30123,12362,974,27.8,12.2,37.3,3.5,51.7,60.1,14.3,93.8,86.2,70.4,66.0,10.0,1.5,16.7,14.4,17.6,18.8,8.6,13.1,92.7,78.4,99.3,59.9,19.6
Andhra Pradesh,East Godavari,27428,31911,9463,962,27.8,15.0,32.9,3.0,56.9,50.5,14.4,96.3,99.4,80.4,70.0,9.2,1.5,18.1,18.1,21.9,25.7,4.3,12.6,91.4,87.2,99.1,47.1,23.2
Andhra Pradesh,Guntur,25702,18324,10446,975,27.0,16.7,29.6,3.0,61.1,56.5,20.9,90.2,92.7,77.9,57.7,9.1,1.5,17.0,14.5,17.8,19.7,8.8,9.4,90.2,91.4,100.0,64.4,27.1
Andhra Pradesh,Krishna,24711,29254,8038,1004,38.9,13.4,29.5,3.5,51.0,61.7,20.3,96.2,90.4,92.2,58.0,9.7,1.6,14.0,13.9,22.3,19.5,6.4,11.1,85.7,91.8,98.1,75.4,18.7
Andhra Pradesh,Kurnool,27651,29288,14293,975,34.2,9.2,28.9,3.8,62.7,49.8,14.0,95.1,95.2,83.0,66.7,7.1,1.6,17.9,13.6,27.6,22.4,7.1,12.3,86.1,93.7,100.0,56.4,32.7
Andhra Pradesh,Nellore,21017,26692,11270,959,26.0,11.3,23.9,3.4,60.0,57.4,20.5,93.1,99.8,78.9,78.6,9.8,1.6,13.8,16.0,21.3,23.1,10.4,10.9,86.8,79.9,98.6,69.9,26.7
Andhra Pradesh,Prakasam,18530,28745,7274,1029,29.6,14.2,22.3,3.9,61.4,61.4,21.2,87.5,90.2,85.1,67.6,9.5,1.5,18.7,17.3,24.9,23.0,8.9,12.5,87.1,87.6,98.5,63.7,43.5
Andhra Pradesh,Srikakulam,27619,20956,12335,974,33.4,14.2,22.6,2.8,62.1,52.3,18.6,93.2,91.4,98.2,68.2,4.4,1.5,15.0,16.7,19.6,20.7,10.5,12.7,85.0,87.0,98.5,57.8,39.1
Andhra Pradesh,Visakhapatnam,23599,26279,9729,953,33.1,9.4,25.6,4.8,53.8,58.2,20.3,89.3,93.8,55.1,59.9,8.0,1.9,21.9,12.1,20.7,21.4,12.4,8.1,96.8,89.1,98.0,66.7,26.6
Andhra Pradesh,Vizianagaram,26469,31110,9316,984,31.6,18.8,21.8,5.6,46.3,55.2,19.8,94.1,91.5,79.3,62.5,7.3,1.6,18.1,13.6,24.7,21.9,11.1,12.3,86.9,85.6,99.7,67.9,24.8
Andhra Pradesh,West Godavari,23291,29900,10205,980,28.2,13.3,33.5,4.3,62.9,62.5,18.1,95.7,92.8,83.6,64.3,8.7,1.7,14.5,19.2,19.0,17.4,11.8,12.6,94.1,92.8,99.0,55.8,25.6
Andhra Pradesh,YSR Kadapa,32130,25564,11303,968,27.7,15.2,25.2,2.7,59.5,57.2,16.5,91.1,94.9,69.4,58.0,7.1,1.5,17.9,18.0,24.6,20.5,9.5,9.0,90.9,87.3,99.3,56.4,29.2
Andhra Pradesh,Alluri Sitharama Raju,23692,22406,11483,974,27.4,14.7,28.1,3.6,53.4,56.1,19.5,98.8,97.8,98.2,61.2,10.2,1.7,23.6,13.4,19.5,19.2,5.3,9.9,87.2,89.9,99.3,78.0,32.6
Andhra Pradesh,Anakapalli,26462,30717,10635,981,36.3,17.5,25.7,1.8,66.1,55.4,21.7,86.6,91.6,81.0,65.2,7.6,1.4,13.8,14.7,22.4,22.5,10.9,8.8,83.3,96.7,99.3,57.0,37.4
Andhra Pradesh,Bapatla,28678,27466,8620,982,36.0,13.3,32.9,4.1,66.2,51.2,20.1,97.2,87.0,71.5,54.8,8.0,1.9,21.5,15.1,26.9,16.9,6.1,10.9,92.9,88.8,96.9,62.3,14.6
Andhra Pradesh,Eluru,31467,32579,10001,972,24.8,13.8,32.8,2.5,61.0,53.3,15.6,92.6,89.9,76.6,59.0,12.4,1.5,14.9,15.4,21.7,20.3,10.7,12.5,88.3,85.5,98.7,44.6,12.9
Andhra Pradesh,Konaseema,33637,20405,11625,985,30.2,23.2,33.6,3.4,52.3,48.0,18.6,90.0,88.3,75.8,59.6,11.9,1.7,17.0,18.0,22.2,18.4,12.5,12.1,85.8,87.9,98.1,51.9,32.4
Andhra Pradesh,Nandyal,22382,28554,7176,957,27.1,12.2,23.7,3.5,53.0,57.4,17.8,92.0,90.4,76.4,68.8,9.5,1.5,17.3,16.5,17.0,22.6,8.2,12.1,87.2,78.2,97.4,63.4,27.1
Andhra Pradesh,Parvathipuram Manyam,24269,27577,9658,960,24.2,12.0,28.2,2.6,55.7,61.0,16.3,96.3,89.5,85.2,72.2,3.6,1.6,18.7,14.6,23.1,19.2,9.7,10.7,96.8,90.5,99.3,59.7,21.1
Andhra Pradesh,Palnadu,26992,24162,8800,968,37.3,16.6,26.4,4.7,55.6,45.8,15.0,85.5,92.6,81.1,73.4,9.2,1.6,19.5,10.6,22.7,23.3,6.5,13.3,92.7,86.5,99.6,81.2,26.5
Andhra Pradesh,Sri Sathya Sai,21498,35783,10758,958,25.6,14.2,25.6,4.0,60.0,61.2,16.5,91.9,90.1,77.4,66.9,10.0,1.7,19.6,17.7,23.2,26.6,8.0,8.5,82.1,98.0,99.7,62.6,27.2
Andhra Pradesh,Tirupati,32676,24961,7493,988,31.9,15.4,29.1,2.7,60.8,65.4,22.0,99.4,92.0,73.1,64.4,8.6,1.6,11.9,18.1,21.5,19.7,7.5,7.7,95.1,89.4,97.7,52.6,22.3
Andhra Pradesh,Anantapur (Zone 2),30366,30984,6353,971,27.9,5.9,27.7,3.3,62.2,65.2,21.4,91.9,89.6,100.0,65.3,8.5,1.6,17.6,14.7,20.3,19.4,9.4,9.9,87.4,89.6,98.7,75.0,3.8
Andhra Pradesh,Chittoor (Zone 2),20995,29696,10130,982,27.5,9.8,24.1,2.4,68.5,60.7,21.8,95.9,89.5,76.8,67.4,6.1,1.5,16.3,14.3,24.1,22.3,8.8,13.3,85.6,92.7,99.6,60.5,27.6
Andhra Pradesh,East Godavari (Zone 2),25264,26073,11195,977,33.2,11.9,21.0,1.9,61.6,49.6,23.3,84.7,100.0,82.7,64.5,7.4,1.5,16.9,17.2,22.3,21.5,8.8,10.9,92.5,78.7,97.7,68.9,26.4
Andhra Pradesh,Guntur (Zone 2),30214,22202,15764,952,25.9,14.6,23.1,3.9,47.8,61.1,19.4,94.0,97.9,94.3,70.1,4.8,1.5,15.1,15.1,23.6,18.8,9.9,9.5,87.9,80.6,98.1,52.2,17.2
Andhra Pradesh,Krishna (Zone 2),20658,27520,11721,999,29.7,11.4,31.5,2.9,58.7,68.8,17.7,97.6,91.2,80.7,73.9,7.2,1.7,19.1,13.9,23.9,23.9,10.7,7.9,87.4,87.5,98.9,68.0,26.4
Andhra Pradesh,Kurnool (Zone 2),22421,25252,9620,982,33.3,16.5,30.3,3.4,48.0,58.1,18.6,94.1,88.9,72.4,70.3,8.4,1.7,17.1,15.1,24.8,19.5,9.7,10.1,88.8,87.1,99.2,59.2,35.0
Andhra Pradesh,Nellore (Zone 2),22006,29937,10072,993,29.8,17.1,20.6,3.8,63.3,56.4,21.2,90.9,99.6,99.4,63.2,7.6,1.8,21.7,14.0,20.7,20.2,6.8,9.2,86.0,84.4,99.0,64.9,37.4
Andhra Pradesh,Prakasam (Zone 2),24449,27143,11168,989,31.7,10.6,29.9,3.7,61.0,57.4,25.4,90.4,91.9,76.0,62.2,7.2,1.6,21.3,13.9,19.5,22.4,8.4,12.3,92.0,79.9,100.0,77.4,20.1
Andhra Pradesh,Srikakulam (Zone 2),30677,31528,11797,964,37.0,13.5,24.0,2.1,53.6,55.8,23.4,90.9,94.9,80.9,70.9,13.6,1.7,15.5,17.1,24.0,26.5,10.7,10.3,94.0,95.7,99.8,67.1,33.5
Andhra Pradesh,Visakhapatnam (Zone 2),21893,26531,9099,1004,29.6,17.6,23.9,3.9,55.6,56.1,21.8,93.8,94.2,70.1,68.7,9.8,1.6,16.1,15.4,22.7,25.7,9.3,11.6,94.0,90.1,98.6,64.6,33.6
Andhra Pradesh,Vizianagaram (Zone 2),26973,25035,11204,982,22.9,12.3,29.9,5.1,57.6,53.2,23.6,87.2,85.2,84.5,62.5,6.5,1.8,17.7,13.9,18.2,23.6,10.8,10.8,100.0,82.6,97.5,57.5,24.6
Assam,Baksa,14304,17664,11020,977,41.8,15.8,37.6,3.0,70.3,70.3,27.3,87.5,93.3,73.8,61.5,12.8,2.1,21.3,26.4,17.9,13.7,6.7,6.5,89.7,63.5,89.8,29.1,31.4
Assam,Barpeta,25573,27580,10770,939,38.8,13.1,31.8,2.8,62.2,74.0,28.6,81.5,84.2,73.9,47.8,12.5,2.6,20.0,20.2,23.4,19.9,5.6,8.4,94.2,79.2,92.3,41.5,40.6
Assam,Biswanath,26588,22067,12647,941,35.9,20.0,33.0,4.3,64.6,74.9,26.6,78.4,80.6,69.1,60.1,14.0,2.6,23.9,27.4,23.2,19.3,6.6,7.7,87.9,59.8,90.7,31.3,38.2
Assam,Bongaigaon,12605,28595,6020,976,33.1,16.7,37.2,4.0,65.7,72.3,25.9,81.8,90.2,77.9,50.1,16.0,2.2,21.5,22.2,19.5,18.8,5.7,6.5,82.8,81.7,94.7,44.3,41.2
Assam,Cachar,23214,23713,9425,944,34.1,12.1,37.8,2.5,69.7,67.8,27.4,83.5,75.0,81.0,55.5,9.9,2.3,30.0,23.6,17.0,17.0,6.0,10.6,86.1,74.3,97.2,50.4,32.9
Assam,Charaideo,23769,24804,11601,933,37.7,18.2,31.6,2.9,58.0,71.7,27.0,90.0,63.7,90.8,57.3,15.2,2.5,26.5,17.8,16.1,23.7,6.2,7.8,90.0,75.0,92.8,51.6,54.2
Assam,Chirang,24062,19614,6619,960,41.1,17.9,26.3,3.9,62.3,69.2,23.7,82.6,86.3,74.9,60.1,16.2,2.6,23.0,23.9,21.6,14.3,7.4,8.6,80.6,83.8,91.2,49.3,33.6
Assam,Darrang,23749,20984,8938,993,35.0,13.0,21.2,2.4,61.4,74.6,29.0,78.2,99.8,80.8,56.4,8.0,2.7,18.4,16.1,21.1,25.3,8.6,8.3,87.8,78.5,95.8,50.8,35.8
Assam,Dhemaji,22282,24489,10586,934,37.2,13.0,26.5,2.9,75.0,71.7,21.3,76.1,90.6,63.2,56.9,14.1,2.1,24.4,17.0,16.2,19.0,4.1,8.2,82.8,75.5,93.1,61.6,36.0
Assam,Dhubri,32842,21770,6760,957,37.6,13.9,28.7,1.8,76.7,63.0,23.9,78.0,90.3,69.3,64.2,11.7,2.4,20.7,27.4,14.4,18.9,7.5,8.1,81.5,68.7,92.2,46.5,42.7
Assam,Dibrugarh,25676,21179,9388,929,45.2,13.6,40.2,4.0,65.2,70.3,30.9,80.3,82.6,66.8,52.9,11.7,2.4,24.1,18.7,18.7,13.3,7.0,8.8,67.1,73.7,98.1,35.9,48.4
Assam,Dima Hasao,18675,16655,10515,946,37.7,17.6,27.4,2.9,60.9,67.6,23.3,77.9,92.7,81.8,61.0,10.8,2.5,28.9,21.4,25.0,19.2,6.8,7.0,84.1,68.5,95.5,57.6,28.7
Assam,Goalpara,26231,24041,6876,969,31.0,17.2,44.5,2.8,72.2,68.3,25.7,89.4,82.0,74.4,59.6,11.7,2.2,23.3,18.7,19.6,15.3,6.5,7.5,91.7,74.7,91.9,56.2,46.1
Assam,Golaghat,24012,25747,11881,962,36.6,14.2,31.1,2.8,70.6,67.7,27.5,83.5,70.2,63.5,57.3,10.6,2.2,30.1,24.7,17.4,22.5,6.7,7.0,78.1,67.0,90.1,49.7,36.3
Assam,Hailakandi,20460,23308,12923,959,33.0,8.3,36.7,1.8,66.9,63.3,20.6,86.8,89.3,66.8,45.0,11.9,2.6,18.1,21.6,18.0,19.7,6.7,6.0,92.6,68.4,91.9,38.7,31.5
Assam,Hojai,20113,28801,8186,957,32.7,20.4,31.0,2.3,73.2,65.6,31.5,87.7,80.6,91.4,55.0,14.5,2.1,29.2,25.7,18.1,15.7,7.2,6.5,99.1,71.4,90.2,49.8,24.2
Assam,Jorhat,16134,32224,7293,990,39.1,19.6,35.6,3.5,64.2,62.3,30.5,80.7,82.2,84.0,60.8,13.9,2.2,21.4,23.8,18.2,18.8,8.8,8.3,87.3,80.7,90.2,39.6,26.6
Assam,Kamrup,34406,26262,5978,973,36.7,16.9,36.1,3.4,65.1,67.3,26.8,81.3,95.3,76.4,61.7,14.3,2.4,24.7,17.1,19.2,16.0,5.7,8.4,92.9,70.2,93.5,65.0,36.9
Assam,Kamrup Metropolitan,22508,30907,8700,960,38.6,19.9,35.4,2.7,61.9,67.2,23.4,78.9,88.1,87.0,60.0,10.6,2.6,28.8,19.2,17.6,18.0,5.3,8.5,82.0,74.2,87.6,43.6,40.8
Assam,Karbi Anglong,29910,19433,9112,973,40.3,11.7,23.2,1.7,74.3,65.8,33.7,79.1,85.3,85.9,68.0,17.1,2.4,28.1,22.8,20.3,16.3,5.3,7.5,81.6,65.5,95.5,57.6,35.7
Assam,Karimganj,21869,19320,3755,971,31.9,15.8,31.4,3.9,71.2,63.9,31.6,91.5,88.1,70.0,53.2,12.3,2.3,31.5,25.6,16.5,14.6,6.7,4.8,85.6,68.5,89.7,32.1,39.1
Assam,Kokrajhar,22874,24267,10531,937,42.8,21.0,29.7,2.4,70.3,64.0,26.9,88.4,92.6,71.1,57.0,11.2,2.4,23.1,22.1,20.7,15.6,8.7,7.1,82.8,62.5,79.9,56.8,40.9
Assam,Lakhimpur,27615,14548,7480,972,35.9,18.4,25.7,3.0,61.2,69.9,25.9,71.7,92.2,65.4,53.9,13.4,2.1,19.9,21.2,19.3,20.1,6.8,6.9,76.4,70.9,86.6,18.8,38.5
Assam,Majuli,18246,27676,8163,947,43.7,16.1,28.4,2.7,74.9,65.4,23.6,79.6,77.3,73.1,66.1,13.6,2.5,22.8,16.3,20.6,17.8,6.2,12.3,85.4,62.5,89.9,59.5,35.9
